listing_id,type_id,price,region,microdistrict,street,coordinates,images,description,phone_number,private_seller,call_forwarding,reserved,sold_or_rented,area,type,accommodates_no._of_cars,link,add_date,modified,valid_till,selected,views_total,views_today,number,unique_item_number,features
61213,13,13000,Vilnius,Lakūnų g.,Lakūnų g.,"54.71469,25.3043","https://aruodas-img.dgn.lt/object_61_115143049/vilnius-lakunu-g.jpg,https://aruodas-img.dgn.lt/object_61_115142873/vilnius-lakunu-g.jpg,https://aruodas-img.dgn.lt/object_61_115143047/vilnius-lakunu-g.jpg","Parduodu garažą daugiaaukščiame garažų pastate, Lakūnų g. 47A, trečiame (3) aukšte.

Neseniai padažytas, sutvarkyta elektra. 

2-tame aukšte yra bendro naudojimo duobė.

Yra budėtojas, pakeliami vartai, 
bendras WC, vanduo, elektra. 
(Sąskaita už viską 120-130eur per metus)

Kaina derinama. 

Brokerių nereikia. 
Ačiū.",+37069125874,True,True,False,False,"15,5",For sale,1,m.aruodas.lt/13-61213,2024-01-22,2024-01-23,2025-01-16,11,573,25,47A,,"Security, water"
61347,13,18300,Vilnius,Žirmūnai,Minties g.,"54.70672,25.30151","https://aruodas-img.dgn.lt/object_61_114951865/vilnius-zirmunai-minties-g.jpg,https://aruodas-img.dgn.lt/object_61_114951867/vilnius-zirmunai-minties-g.jpg","Parduodamas sausas garažas šalia Šiaurės miestelio, Minties g.1a.",+37066648438,True,True,False,False,"17,25",For sale,1,m.aruodas.lt/13-61347,2024-01-11,2024-02-06,2025-01-05,15,774,29,,,
53947,13,44999,Vilnius,Šnipiškės,Daugėliškio g.,"54.70258,25.2815",https://aruodas-img.dgn.lt/object_61_109035319/vilnius-snipiskes-daugeliskio-g.jpg,"The last underground garage for sale under the residential building at Daugeliškio St. 11. Excellent location near the city center, with good access. The garage is dry at the entrance, making it convenient to load and unload bulky items. The garage area is 39 sq.m. Not suitable for cars due to the entrance width of 2.25m, most suitable for motorcycles or for storing items.

Ceiling height is approximately 2.5m, entrance height is 1.9m. Automatic gates for both the general entrance and the individual garage. Equipped with electricity and separate metering. Warm as it's located beneath a residential building. Accessible 24/7. Parking is monitored by cameras.
Price: 45,000 Eur.
https://www.sandeliukunuoma.lt/en/property/daugeliskio-st-11/ 

We can also offer storage units and garages in other areas of Vilnius: Naugarduko St. 41, Buvydiškių St. 36, Kareivių St. 19 (Žirmūnai), Smolensko St. 10 (Naujamiestis), Rygos St. 54 (Justiniškės), Eitminų St. 16 (Pašilaičiai), Perkūnkiemio St. 43 (Perkūnkiemis), Kareivių St. 2G (Žirmūnai).
www.sandeliukunuoma.lt 

Storage Unit Rental in Vilnius
Warehouse Rental in Vilnius
Storage Facilities in Vilnius
Storage Unit Rentals in Vilnius
Garage Rentals in Vilnius
Warehouse Space Rental in Vilnius
Storage Space Rental in Vilnius
Warehouse in Vilnius
Storage Unit in Vilnius
Garage in Vilnius",+37061644445,False,False,False,False,40.0,For sale,2,m.aruodas.lt/13-53947,2023-03-10,2024-01-04,2024-12-29,14,1957,16,11,,
59468,13,15000,Vilnius,Šnipiškės,Linkmenų g.,"54.70597,25.27149",,Linkmenu 19,+37066648276,True,True,False,False,,For sale,1,m.aruodas.lt/13-59468,2023-10-18,2024-01-13,2025-01-10,2,203,16,19,,Automatic gates
54621,13,30000,Vilnius,Pašilaičiai,Perkūnkiemio g.,"54.73874,25.21779","https://aruodas-img.dgn.lt/object_61_109562281/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_109562279/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_109562283/vilnius-pasilaiciai-perkunkiemio-g.jpg","For sale is a double parking space with a niche and a lifting gate in the underground parking lot on Perkūnkiemio street.
Convenient entrance from the street.
Places right at the entrance.
There is room for two cars.",+37061644445,False,False,False,False,,For sale,2,m.aruodas.lt/13-54621,2023-09-20,2023-12-27,2024-12-21,9,1545,16,19A,,
53404,13,19900,Klaipėda,Sportininkai,Pušyno g.,"55.72338,21.11374","https://aruodas-img.dgn.lt/object_61_108608536/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608538/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608540/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608542/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608640/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608642/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608644/klaipeda-sportininkai-pusyno-g.jpg","Parduodamas atskirai stovintis garažas daugiabučių kieme, Yra elektra, naktį gerai apšviesas. Daugiau informacijos suteiksime telefonu.",+37066391572,True,True,False,False,17.0,For sale,1,m.aruodas.lt/13-53404,2024-01-02,2024-01-02,2024-12-27,10,370,14,,,
61347,13,18300,Vilnius,Žirmūnai,Minties g.,"54.70672,25.30151","https://aruodas-img.dgn.lt/object_61_114951865/vilnius-zirmunai-minties-g.jpg,https://aruodas-img.dgn.lt/object_61_114951867/vilnius-zirmunai-minties-g.jpg","Parduodamas sausas garažas šalia Šiaurės miestelio, Minties g.1a.",+37066648438,True,True,False,False,"17,25",For sale,1,m.aruodas.lt/13-61347,2024-01-11,2024-02-06,2025-01-05,15,774,29,,,
60959,13,17600,Kaunas,Biržiškų g.,Biržiškų g.,"54.89748,23.96635",,Parduodama požeminė parkavimo vieta po 1E namu.,+37066396270,True,True,False,False,,For sale,1,m.aruodas.lt/13-60959,2023-12-19,2023-12-19,2024-12-13,2,294,13,1E,,
54621,13,30000,Vilnius,Pašilaičiai,Perkūnkiemio g.,"54.73874,25.21779","https://aruodas-img.dgn.lt/object_61_109562281/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_109562279/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_109562283/vilnius-pasilaiciai-perkunkiemio-g.jpg","For sale is a double parking space with a niche and a lifting gate in the underground parking lot on Perkūnkiemio street.
Convenient entrance from the street.
Places right at the entrance.
There is room for two cars.",+37061644445,False,False,False,False,,For sale,2,m.aruodas.lt/13-54621,2023-09-20,2023-12-27,2024-12-21,9,1545,16,19A,,
54997,13,16000,Vilnius,Antakalnis,Žirgo g.,"54.72127,25.32333","https://aruodas-img.dgn.lt/object_61_109915691/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915687/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915683/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915681/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915695/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915697/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915699/vilnius-antakalnis-zirgo-g.jpg","PARDUODAMAS GARAŽAS Antakalnyje, Žirgo g. 13

• Plotas: 16,10 kv. m.;
• Adresas: Žirgo g., Antakalnis, Vilnius;
• Statybos metai: 1974 m;
• Tipas: mūrinis.

YPATUMAI:
• Betonuotos grindys;
• Mūrinės sienos;
• Metaliniai garažo vartai;
• Asfaltuotas privažiavimas;
• Garažas yra sausas ir tvarkingas.

APLINKA:
• Garažus administruoja garažų bendrija;
• Saugi ir tvarkinga vieta.",+37066395512,True,True,False,False,16.0,For sale,1,m.aruodas.lt/13-54997,2024-01-28,2024-01-28,2025-01-22,13,772,22,,,
51200,13,12000,Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,"54.72623,25.32072","https://aruodas-img.dgn.lt/object_61_107036162/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_107036186/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg",,+37069127190,True,True,False,False,,For sale,1,m.aruodas.lt/13-51200,2023-12-18,2023-12-18,2024-12-12,4,737,13,,,
54997,13,16000,Vilnius,Antakalnis,Žirgo g.,"54.72127,25.32333","https://aruodas-img.dgn.lt/object_61_109915691/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915687/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915683/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915681/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915695/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915697/vilnius-antakalnis-zirgo-g.jpg,https://aruodas-img.dgn.lt/object_61_109915699/vilnius-antakalnis-zirgo-g.jpg","PARDUODAMAS GARAŽAS Antakalnyje, Žirgo g. 13

• Plotas: 16,10 kv. m.;
• Adresas: Žirgo g., Antakalnis, Vilnius;
• Statybos metai: 1974 m;
• Tipas: mūrinis.

YPATUMAI:
• Betonuotos grindys;
• Mūrinės sienos;
• Metaliniai garažo vartai;
• Asfaltuotas privažiavimas;
• Garažas yra sausas ir tvarkingas.

APLINKA:
• Garažus administruoja garažų bendrija;
• Saugi ir tvarkinga vieta.",+37066395512,True,True,False,False,16.0,For sale,1,m.aruodas.lt/13-54997,2024-01-28,2024-01-28,2025-01-22,13,772,22,,,
61061,13,10500,Panevėžys,Ateities g.,Ateities g.,"55.73511,24.31579",https://aruodas-img.dgn.lt/object_61_114707501/panevezys-ateities-g.jpg,"Šį turtą galima įsigyti išsimokėtinai, nevertinant amens turto ir gaunamų pajamų. Garažą galima nuomoti, nuomos kaina 50 Eur/mėn ir mokesčiai.",+37066392969,True,True,False,False,"16,01",For sale,1,m.aruodas.lt/13-61061,2023-12-28,2024-01-23,2024-12-22,3,411,18,19,2799-0000-7010:0073,"Security, water, heating"
48544,13,10000,Vilnius,Naujamiestis,Gerosios Vilties g.,"54.6684,25.2488","https://aruodas-img.dgn.lt/object_61_104939566/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939394/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939548/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939416/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939542/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939422/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939592/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939432/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939456/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939604/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939468/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939612/vilnius-naujamiestis-gerosios-vilties-g.jpg","PARDUODAMOS PARKAVIMO VIETOS VILNIUJE, NAUJAMIESTYJE, GEROSIOS VILTIES G. 27 , POŽEMINĖJE AUTOMOBILIŲ STOVĖJIMO AIKŠTELĖJE.

Parduodamos parkavimo vietos požeminėje automobilių stovėjimo aikštelėje esančioje po gyvenamuoju namu.

Įvažiavimas į požeminę aikštelę turi automatinius vartus.

Yra galimybė įsigyti daugiau negu vieną vietą.

LUCKY HOMES - viskas, ko reikia laimingam gyvenimui!
www.luckyhomes.lt",+37069128958,True,True,False,False,13.0,For sale,1,m.aruodas.lt/13-48544,2024-01-26,2024-01-26,2025-01-20,18,1481,20,27,,"Automatic gates, lock, fenced, under the roof"
48544,13,10000,Vilnius,Naujamiestis,Gerosios Vilties g.,"54.6684,25.2488","https://aruodas-img.dgn.lt/object_61_104939566/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939394/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939548/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939416/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939542/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939422/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939592/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939432/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939456/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939604/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939468/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939612/vilnius-naujamiestis-gerosios-vilties-g.jpg","PARDUODAMOS PARKAVIMO VIETOS VILNIUJE, NAUJAMIESTYJE, GEROSIOS VILTIES G. 27 , POŽEMINĖJE AUTOMOBILIŲ STOVĖJIMO AIKŠTELĖJE.

Parduodamos parkavimo vietos požeminėje automobilių stovėjimo aikštelėje esančioje po gyvenamuoju namu.

Įvažiavimas į požeminę aikštelę turi automatinius vartus.

Yra galimybė įsigyti daugiau negu vieną vietą.

LUCKY HOMES - viskas, ko reikia laimingam gyvenimui!
www.luckyhomes.lt",+37069128958,True,True,False,False,13.0,For sale,1,m.aruodas.lt/13-48544,2024-01-26,2024-01-26,2025-01-20,18,1481,20,27,,"Automatic gates, lock, fenced, under the roof"
53947,13,44999,Vilnius,Šnipiškės,Daugėliškio g.,"54.70258,25.2815",https://aruodas-img.dgn.lt/object_61_109035319/vilnius-snipiskes-daugeliskio-g.jpg,"The last underground garage for sale under the residential building at Daugeliškio St. 11. Excellent location near the city center, with good access. The garage is dry at the entrance, making it convenient to load and unload bulky items. The garage area is 39 sq.m. Not suitable for cars due to the entrance width of 2.25m, most suitable for motorcycles or for storing items.

Ceiling height is approximately 2.5m, entrance height is 1.9m. Automatic gates for both the general entrance and the individual garage. Equipped with electricity and separate metering. Warm as it's located beneath a residential building. Accessible 24/7. Parking is monitored by cameras.
Price: 45,000 Eur.
https://www.sandeliukunuoma.lt/en/property/daugeliskio-st-11/ 

We can also offer storage units and garages in other areas of Vilnius: Naugarduko St. 41, Buvydiškių St. 36, Kareivių St. 19 (Žirmūnai), Smolensko St. 10 (Naujamiestis), Rygos St. 54 (Justiniškės), Eitminų St. 16 (Pašilaičiai), Perkūnkiemio St. 43 (Perkūnkiemis), Kareivių St. 2G (Žirmūnai).
www.sandeliukunuoma.lt 

Storage Unit Rental in Vilnius
Warehouse Rental in Vilnius
Storage Facilities in Vilnius
Storage Unit Rentals in Vilnius
Garage Rentals in Vilnius
Warehouse Space Rental in Vilnius
Storage Space Rental in Vilnius
Warehouse in Vilnius
Storage Unit in Vilnius
Garage in Vilnius",+37061644445,False,False,False,False,40.0,For sale,2,m.aruodas.lt/13-53947,2023-03-10,2024-01-04,2024-12-29,14,1957,16,11,,
55987,13,12800,Kaunas,Islandijos pl.,Islandijos pl.,"54.93448,23.9641","https://aruodas-img.dgn.lt/object_61_113219052/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_113219282/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791399/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791403/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791405/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791407/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110816739/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110816743/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791397/kaunas-islandijos-pl.jpg","Sausas šiltas ,pietinė pusė ,pusduobė per visą garažo ilgį. Nauji garažo vartai. +37066809283",+37066809283,True,True,False,False,"18,88",For sale,1,m.aruodas.lt/13-55987,2023-06-05,2024-01-13,2025-01-07,16,1585,25,83,,Pit
61347,13,18300,Vilnius,Žirmūnai,Minties g.,"54.70672,25.30151","https://aruodas-img.dgn.lt/object_61_114951865/vilnius-zirmunai-minties-g.jpg,https://aruodas-img.dgn.lt/object_61_114951867/vilnius-zirmunai-minties-g.jpg","Parduodamas sausas garažas šalia Šiaurės miestelio, Minties g.1a.",+37066648438,True,True,False,False,"17,25",For sale,1,m.aruodas.lt/13-61347,2024-01-11,2024-02-06,2025-01-05,15,774,29,,,
53957,13,48000,Klaipėda,Balandžių g.,Balandžių g.,"55.69038,21.14511","https://aruodas-img.dgn.lt/object_61_110271333/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_109041881/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090703/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090701/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090707/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090711/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090715/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090717/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090721/klaipeda-balandziu-g.jpg","Parduodami 3 sujungti garažai balandžių gatvėje, šalia daugiaaukščio ""Pilsoto"" ir naujosios perkelos. Yra 3 duobės, elektra, krosnis, tualetas, dušas. Įvažiavimas tiesiai nuo Agluonos g. Daugiau informacijos telefonu",+37066395392,True,True,False,False,"68,82",For sale,3,m.aruodas.lt/13-53957,2023-03-10,2024-01-08,2025-01-02,12,1949,23,2A,,Pit
56277,13,1400,Vilnius,,,"54.65415,25.30298","https://aruodas-img.dgn.lt/object_61_114608313/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608315/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608353/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608435/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608525/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608529/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608533/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608537/vilnius.jpg","www.piguskonteineris.lt

Parduodame ir nuomojame 6m ir 12m jūrinius konteinerius (yra ir naujų, ir naudotų).

Pasirinktą konteinerį pristatome visoje Lietuvoje už papildomą mokestį.

Konteineris gali būti naudojamas ne tik Transportavimui bet ir kaip Sandėlis, Parduotuvė, Kioskelis, Lauko Kavinė, Garažas, Vasarnamis, Baseinas.

Konteinerių kaina priklauso nuo stovio ir dydžio, todėl teiraukitės.
6m naudotų konteinerių kaina prasideda nuo 1400€ + PVM.

Sausio mėn. gausime 6m/20 pėdų RAL7035 (šviesiai pilkų) konteinerių papildymą – išankstiniams užsakymams taikome nuolaidas.

Esant poreikiui, konteineriai yra parduodami lizingu. Mūsų partneriai- „Inbank mokilizingas“, pasiūlys Jums finansavimo sprendimą per 24 val.!

Nuomos kainos:
- 6 metrų standartinis konteineris (20' DC / 20 pėdų)
iki 3 mėn. 75 Eur + PVM
3 - 6 mėn. 65 Eur + PVM
6 - 12 mėn. 50 Eur + PVM

- 12 metrų paaukštintas konteineris (40' HC / 40 pėdų)
iki 3 mėn. 130 Eur + PVM
3 - 6 mėn. 120 Eur + PVM
6 - 12 mėn. 110 Eur + PVM

*nuomojant ilgesniam laikotarpiui kaina taikoma pagal susitarimą.

Siųskite užklausas el. paštu, skambinkite arba rašykite SMS.
Email: Tel.: +370 (6) 22-11-123 (WhatsApp, Viber, Telegram)
Web: www.piguskonteineris.lt

jurinis konteineris, juriniai konteineriai, konteineriu pardavimas, konteineriu nuoma, sandeliu nuoma, sandeliavimas, sandeliukas, juriniai konteineriai parduodu, juriniu konteineriu pardavimas, juriniai konteineriai vilnius, jūrinis konteineris, juriniai konteineriai parduoda, jūrinai konteineriai, konteineris sandėliavimui, konteineris sandeliavimui, sandeliavimo konteineris, sandėliavimo konteineris",+37066397360,True,True,False,False,,For sale,1,m.aruodas.lt/13-56277,2023-06-15,2023-12-22,2024-12-12,24,1353,16,,,
56277,13,1400,Vilnius,,,"54.65415,25.30298","https://aruodas-img.dgn.lt/object_61_114608313/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608315/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608353/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608435/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608525/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608529/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608533/vilnius.jpg,https://aruodas-img.dgn.lt/object_61_114608537/vilnius.jpg","www.piguskonteineris.lt

Parduodame ir nuomojame 6m ir 12m jūrinius konteinerius (yra ir naujų, ir naudotų).

Pasirinktą konteinerį pristatome visoje Lietuvoje už papildomą mokestį.

Konteineris gali būti naudojamas ne tik Transportavimui bet ir kaip Sandėlis, Parduotuvė, Kioskelis, Lauko Kavinė, Garažas, Vasarnamis, Baseinas.

Konteinerių kaina priklauso nuo stovio ir dydžio, todėl teiraukitės.
6m naudotų konteinerių kaina prasideda nuo 1400€ + PVM.

Sausio mėn. gausime 6m/20 pėdų RAL7035 (šviesiai pilkų) konteinerių papildymą – išankstiniams užsakymams taikome nuolaidas.

Esant poreikiui, konteineriai yra parduodami lizingu. Mūsų partneriai- „Inbank mokilizingas“, pasiūlys Jums finansavimo sprendimą per 24 val.!

Nuomos kainos:
- 6 metrų standartinis konteineris (20' DC / 20 pėdų)
iki 3 mėn. 75 Eur + PVM
3 - 6 mėn. 65 Eur + PVM
6 - 12 mėn. 50 Eur + PVM

- 12 metrų paaukštintas konteineris (40' HC / 40 pėdų)
iki 3 mėn. 130 Eur + PVM
3 - 6 mėn. 120 Eur + PVM
6 - 12 mėn. 110 Eur + PVM

*nuomojant ilgesniam laikotarpiui kaina taikoma pagal susitarimą.

Siųskite užklausas el. paštu, skambinkite arba rašykite SMS.
Email: Tel.: +370 (6) 22-11-123 (WhatsApp, Viber, Telegram)
Web: www.piguskonteineris.lt

jurinis konteineris, juriniai konteineriai, konteineriu pardavimas, konteineriu nuoma, sandeliu nuoma, sandeliavimas, sandeliukas, juriniai konteineriai parduodu, juriniu konteineriu pardavimas, juriniai konteineriai vilnius, jūrinis konteineris, juriniai konteineriai parduoda, jūrinai konteineriai, konteineris sandėliavimui, konteineris sandeliavimui, sandeliavimo konteineris, sandėliavimo konteineris",+37066397360,True,True,False,False,,For sale,1,m.aruodas.lt/13-56277,2023-06-15,2023-12-22,2024-12-12,24,1353,16,,,
59982,13,7200,Panevėžys,Skaistakalnis,Pajuostės pl.,"55.72942,24.39412","https://aruodas-img.dgn.lt/object_61_113974314/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974324/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974320/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974334/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974328/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974332/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974336/panevezys-skaistakalnis-pajuostes-pl.jpg","Parduodamas Dembavoje mūrinis garažas ""Žibintas"" bendrijoje, Dembavos 29,  42kv. ploto, ilgis 6.20 metro plotis 3.50 metro, viršutinis plotas 21.7 kvadrato,su rusiu 42 kvadratai bendro ploto.Įvažiavimas stebimas vaizdo kameromis. KAINA 7200e 

KITAS GARAŽAS: Parduodamas Dembavoje mūrinis garažas šalia mokyklos ir degalines. Garažai yra Dembavos gatve 29 ""Žibintas"" bendrija. Garažo ilgis 6.10 metro, plotis 3.40 metro. Po visu garažu yra rusys- duobė. Bendro ploto su rusiu 41kv.
KAINA 7200e",+37069128053,True,True,False,False,42.0,For sale,1,m.aruodas.lt/13-59982,2023-11-09,2024-02-08,2025-02-02,6,479,39,,,
53404,13,19900,Klaipėda,Sportininkai,Pušyno g.,"55.72338,21.11374","https://aruodas-img.dgn.lt/object_61_108608536/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608538/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608540/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608542/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608640/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608642/klaipeda-sportininkai-pusyno-g.jpg,https://aruodas-img.dgn.lt/object_61_108608644/klaipeda-sportininkai-pusyno-g.jpg","Parduodamas atskirai stovintis garažas daugiabučių kieme, Yra elektra, naktį gerai apšviesas. Daugiau informacijos suteiksime telefonu.",+37066391572,True,True,False,False,17.0,For sale,1,m.aruodas.lt/13-53404,2024-01-02,2024-01-02,2024-12-27,10,370,14,,,
61459,13,35000,Klaipėda,Senamiestis,Danės g.,"55.71173,21.1355","https://aruodas-img.dgn.lt/object_61_115061429/klaipeda-senamiestis-danes-g.jpg,https://aruodas-img.dgn.lt/object_61_115037313/klaipeda-senamiestis-danes-g.jpg,https://aruodas-img.dgn.lt/object_61_115061427/klaipeda-senamiestis-danes-g.jpg","PARDUODA SAVININKAS
Danės g. 23 kieme parduodamas garažas

30kv. m. garažas naujais suremontuotas, pakeistas stogas, garažo vartai. Išbetonuotos grindys. Yra įvesta signalizacija. Garaže telpa automobilis ir dar pakankamai vietos lieka keliems motociklams, dviračiams ir t.t.",+37066391542,True,True,False,False,30.0,For sale,1,m.aruodas.lt/13-61459,2024-01-16,2024-02-08,,5,338,19,23,,"Security, automatic gates"
54621,13,30000,Vilnius,Pašilaičiai,Perkūnkiemio g.,"54.73874,25.21779","https://aruodas-img.dgn.lt/object_61_109562281/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_109562279/vilnius-pasilaiciai-perkunkiemio-g.jpg,https://aruodas-img.dgn.lt/object_61_109562283/vilnius-pasilaiciai-perkunkiemio-g.jpg","For sale is a double parking space with a niche and a lifting gate in the underground parking lot on Perkūnkiemio street.
Convenient entrance from the street.
Places right at the entrance.
There is room for two cars.",+37061644445,False,False,False,False,,For sale,2,m.aruodas.lt/13-54621,2023-09-20,2023-12-27,2024-12-21,9,1545,16,19A,,
